# sentences=861745 tokens=5965161 words=75749
word	count	sentences	left_contexts	right_contexts
所以其实	9	9	5	9
所以又	1	1	1	1
所以只能	12	12	12	12
所以叫	11	11	10	10
所以呢	6	6	5	3
所以啊	2	2	1	2
所以喜欢	1	1	1	1
所以在	27	27	17	22
所以她	10	10	4	9
所以如果	2	2	1	2
所以就	53	53	42	52
所以应该	16	16	10	14
所以想	11	11	9	10
所以我	103	103	50	84
所以我们	13	13	7	12
所以我就	6	6	2	5
所以我说	78	78	5	42
所以才	105	105	79	73
所以才会	21	21	18	15
所以是	98	98	48	88
所以有	61	61	27	42
所以来	2	2	2	2
所以每天	2	2	2	2
所以没	99	99	88	54
所以然	5	5	5	3
所以现在	72	72	11	64
所以要	84	84	47	76
所以说	92	92	9	79
所以还	7	7	6	6
所以还是	11	11	8	11
所以这个	6	6	4	6
所以这是	1	1	1	1
所以这样	3	3	3	2
所以这次	3	3	2	3
所作	1	1	1	1
所作所为	3	3	3	3
所使用	1	1	1	1
所做	1	1	1	1
所做的	5	5	5	4
所写	2	2	2	2
所到之处	3	3	3	3
所剩	1	1	1	1
所剩无几	1	1	1	1
所占	1	1	1	1
所发生	1	1	1	1
所取代	1	1	1	1
所吃	6	6	4	6
所向披靡	1	1	1	1
所含	1	1	1	1
所图	1	1	1	1
所在	16	16	11	7
所在地	6	6	5	5
所在地区	1	1	1	1
所在的	5	5	5	5
所处	1	1	1	1
所处的	2	2	2	2
所大学	22	22	7	15
所学	11	11	11	9
所学专业	1	1	1	1
所学校	12	12	6	7
所导致的	2	2	2	2
所属	4	4	4	3
所带	1	1	1	1
所带来的	4	4	4	4
所幸	1	1	1	1
所得	74	73	44	51
所得税	38	37	25	30
所必须	1	1	1	1
所想	3	3	3	3
所愿	5	5	2	3
所指	3	3	3	2
所提供的	1	1	1	1
所有	465	461	304	360
所有东西	12	12	11	12
所有事情	4	4	3	4
所有人	57	57	46	39
所有人的	6	6	6	6
所有人都	29	29	24	27
所有作品	1	1	1	1
所有员工	3	3	3	3
所有国	6	6	6	4
所有国家	7	7	7	7
所有权	12	12	9	7
所有材料	1	1	1	1
所有的	81	80	59	76
所有的事	2	2	2	2
所有的人	6	6	4	5
所有的钱	1	1	1	1
所有角色	2	2	2	2
所有车	3	3	3	3
所有问题	8	8	6	5
所杀	4	4	4	4
所没有	2	2	2	2
所没有的	1	1	1	1
所爱	9	9	8	8
所用	5	5	4	3
所用的	3	3	3	3
所留	2	2	2	2
所看到	1	1	1	1
所看到的	1	1	1	1
所知	2	2	2	2
所组成的	3	3	3	3
所能	4	4	3	4
所致	4	4	4	4
所获得	1	1	1	1
所要	8	8	7	7
所见	3	3	3	3
所言	1	1	1	1
所说	8	8	8	8
所说的	12	12	12	12
所说的话	1	1	1	1
所谓	68	68	39	61
所谓的	75	75	48	70
所赐	1	1	1	1
所述	5	5	5	5
所追求的	2	2	2	2
所选择	1	1	1	1
所造成	2	2	2	1
所造成的	2	2	2	2
所采用的	1	1	1	1
所里	3	3	2	2
所闻	1	1	1	1
所需	3	3	3	3
所需的	4	4	4	4
所需要	1	1	1	1
所需要的	3	3	3	3
所面临的	1	1	1	1
所高校	1	1	1	1
扁	599	560	164	297
扁平	18	18	10	3
扁平化	2	2	2	2
扇	56	55	35	41
扇叶	6	6	5	6
扇子	9	9	9	7
扇贝	7	7	5	5
扈	19	18	7	16
扉	6	6	2	5
手	2511	2441	1001	869
手上	136	136	89	96
手上有	37	37	24	24
手上的	27	27	24	27
手下	33	33	30	27
手下留情	3	3	3	3
手中	37	37	32	22
手书	1	1	1	1
手作	20	20	16	16
手册	53	51	28	34
手写	25	25	19	19
手写笔	1	1	1	1
手冷	1	1	1	1
手到擒来	4	4	3	3
手刹	2	2	2	2
手办	5	5	5	4
手动	57	57	42	38
手动对焦	1	1	1	1
手势	50	50	39	28
手型	2	2	2	2
手大	3	3	3	3
手头	11	10	11	6
手头上	2	2	2	2
手套	102	101	47	73
手工	56	55	43	41
手工制作	1	1	1	1
手帕	16	16	13	12
手底下	1	1	1	1
手心	10	10	8	9
手感	10	10	10	10
手打	14	14	11	12
手把手教	1	1	1	1
手抓	7	7	7	7
手抖	10	10	7	8
手护	2	2	2	2
手拿	24	24	18	22
手持	7	7	4	7
手指	158	158	90	104
手指上	4	4	3	3
手指头	33	33	24	26
手指的	18	18	15	10
手掌	21	21	13	17
手提	6	6	5	3
手握	15	15	12	13
手撕	3	3	3	3
手术	108	107	80	72
手术前	2	2	2	2
手术后	6	6	6	6
手术室	4	4	3	3
手术时	2	2	2	2
手术的	11	11	10	6
手机	2066	2039	788	1011
手机上	37	37	29	26
手机上的	2	2	2	2
手机了	11	11	6	7
手机会	37	37	29	35
手机使用	5	5	5	3
手机充	17	17	9	4
手机卡	2	2	2	2
手机厂	8	8	8	6
手机厂商	1	1	1	1
手机号码	25	25	19	21
手机和	5	5	5	5
手机响	5	5	5	4
手机在	12	12	10	11
手机壳	14	14	11	13
手机屏幕	2	2	2	2
手机市场	5	5	4	3
手机平板	5	5	5	4
手机打字	7	7	5	7
手机拍	7	7	5	5
手机拍照	6	6	5	6
手机是	47	47	36	32
手机有	34	34	21	32
手机没	45	44	21	25
手机游戏	59	59	35	39
手机版	65	64	26	54
手机电脑	6	6	4	5
手机的	165	164	94	91
手机看	19	19	14	14
手机这	6	6	5	3
手机通讯	3	3	3	3
手机都	58	58	43	45
手机里	28	28	21	16
手杖	2	2	2	2
手枪	246	245	97	119
手榴弹	37	37	26	26
手残	11	11	10	11
手段	71	71	61	48
手没有	1	1	1	1
手法	93	92	69	63
手洗	11	11	10	10
手淫	15	15	10	12
手游	577	573	220	269
手滑	16	16	14	13
手熟	1	1	1	1
手牌	6	6	6	6
手环	29	29	25	21
手电筒	22	22	16	17
手的	109	109	81	53
手短	1	1	1	1
手稿	6	6	4	2
手笔	1	1	1	1
手绘	6	6	6	4
手续	16	16	13	13
手续费	59	59	25	25
手肘	15	15	12	14
手背	6	6	6	5
手脚	111	111	51	58
手腕	14	14	10	13
手腕上	1	1	1	1
手臂	52	52	42	40
手臂上	2	2	2	2
手舞足蹈	1	1	1	1
手艺	11	11	10	10
手表	113	113	52	76
手记	4	4	4	4
手贱	19	19	19	17
手足	6	6	6	6
手足无措	1	1	1	1
手软	23	23	12	8
手边	14	14	9	13
手选	2	2	2	2
手速	29	29	17	23
手造	1	1	1	1
手部	9	9	9	6
手都	49	49	32	35
手酸	5	5	5	4
手里	48	48	37	23
手里有	3	3	2	3
手里的	2	2	2	2
手铐	10	10	8	6
手链	5	5	5	4
手雷	2	2	1	2
手霜	1	1	1	1
才	4501	4487	2220	1824
才不会	539	539	362	293
才两	20	20	16	17
才买	56	56	46	30
才从	5	5	5	5
才会	1988	1986	1061	990
才会出现	23	23	18	15
才会在	23	23	21	17
才会有	127	125	109	92
才使	1	1	1	1
才出	44	44	43	27
才出来	3	3	3	3
才出现	27	27	25	12
才刚	84	83	59	61
才刚刚	1	1	1	1
才到	12	12	12	11
才勉强	5	5	5	5
才华	61	61	39	32
才去	166	166	130	113
才发	49	49	46	26
才发现	269	269	170	179
才叫	149	149	126	117
才可	68	68	48	24
才可以	228	228	145	165
才可能	11	11	11	11
才吃	70	70	54	45
才在	112	112	84	70
才够	125	125	91	48
才女	23	23	16	11
才好	366	366	273	95
才好吃	115	115	65	18
才子	16	16	12	8
才学	21	21	20	18
才对	275	275	238	62
才导致	5	5	5	5
才将	1	1	1	1
才干	20	20	17	9
才开口	3	3	3	3
才开始	116	116	88	94
才弄	1	1	1	1
才怪	36	36	34	9
才情	1	1	1	1
才想起	4	4	4	3
才想起来	4	4	4	4
才意识到	5	5	4	4
才打	29	29	29	21
才找到	7	7	7	7
才把	20	20	20	17
才搞	11	11	11	10
才敢	37	37	31	30
才明白	3	3	2	2
才是	1741	1740	1165	867
才是一个	1	1	1	1
才是你	7	7	7	7
才是关键	11	11	11	8
才是好	25	25	22	22
才是最	202	202	176	104
才是真	104	104	89	58
才是真正	55	55	51	30
才是真的	116	116	107	50
才是重点	107	107	96	26
才更	12	12	12	11
才有	729	728	557	379
才有了	1	1	1	1
才有人	45	45	32	28
才有可能	39	39	39	26
才有意义	8	8	8	3
才有机会	63	63	59	37
才有的	23	23	21	21
才有资格	56	56	44	42
才来	31	31	31	18
才气	9	9	8	7
才注意到	2	2	2	2
才用	26	26	24	20
才看	84	84	68	35
才看到	27	27	24	23
才真正	11	11	11	11
才睡	16	16	15	13
才知	15	15	14	11
才知道	337	337	188	168
才知道是	11	11	11	11
才知道的	14	14	13	12
才第一次	9	9	9	6
才算	380	380	230	234
才算是	46	46	28	43
才给	12	12	12	10
才罢	3	3	3	1
才肯	21	21	20	16
才能	1644	1639	823	907
才能不	13	13	13	12
才能从	10	10	10	10
才能使	5	5	5	4
才能做	19	19	17	13
才能做到	1	1	1	1
才能去	19	19	19	19
才能发挥	2	2	2	2
才能吃	22	21	19	11
才能回	11	11	11	7
才能在	40	40	35	37
才能够	24	24	22	22
才能完成	1	1	1	1
才能实现	1	1	1	1
才能将	2	2	2	2
才能得到	8	8	6	8
才能成	15	15	12	3
才能成为	39	39	23	36
才能找到	11	11	9	9
才能把	32	32	24	23
才能提	3	3	3	2
才能提高	3	3	3	3
才能有	31	31	25	26
才能玩	15	15	14	11
才能用	13	13	13	11
才能看到	9	9	9	9
才能知道	7	7	7	7
才能确定	5	5	4	5
才能给	7	7	7	6
才能获得	5	5	4	5
才能解决	2	2	2	2
才能让	79	79	49	67
才能达到	4	4	4	4
才能进入	6	6	6	5
才艺	74	73	44	39
才行	80	80	77	15
才被	85	85	77	76
才装	3	3	3	3
才要	177	176	102	143
才觉得	40	40	33	36
才让	22	22	21	21
才说	57	57	48	51
才这么	11	11	11	9
才退	7	7	7	5
才需要	34	34	30	31
扎	127	125	55	82
扎克	2	2	2	2
扎好	3	3	3	3
扎实	21	21	19	11
扎根	6	6	6	6
扎营	3	3	3	3
扎马	1	1	1	1
扑	154	145	104	47
扑了	1	1	1	1
扑克	18	18	8	8
扑克牌	35	35	21	27
扑向	1	1	1	1
扑救	2	2	1	1
扑朔迷离	1	1	1	1
扑满	25	25	6	19
扑灭	4	4	4	3
扒	74	69	52	33
扒了	1	1	1	1
扒开	7	7	6	7
扒拉	1	1	1	1
扒皮	2	2	2	2
打	6781	6624	2621	2075
打一	243	242	153	70
打一个	23	23	13	15
打一场	12	12	9	10
打一通	2	2	2	2
打上	28	28	25	23
打下	32	32	31	26
打下去	18	18	13	17
打下来	43	42	38	24
打不	157	156	109	55
打不了	4	4	4	4
打不出	15	15	11	15
打不出来	15	15	9	11
打不到	22	22	21	20
打不开	34	34	26	18
打不死	10	10	9	6
打不赢	135	135	86	107
打不过	45	45	34	40
打个	67	67	48	48
打个招呼	1	1	1	1
打个比方	1	1	1	1
打个电话	12	12	10	10
打中国	58	58	49	33
打乱	3	3	3	3
打乱了	1	1	1	1
打了	150	148	112	99
打了一个	1	1	1	1
打了个	5	5	5	5
打交道	5	5	4	4
打交道的	3	3	3	3
打人	155	154	114	96
打他	45	45	40	32
打仗	187	187	126	109
打伤	4	4	4	4
打你	49	49	46	40
打倒	38	38	35	37
打假	53	52	41	10
打光	13	13	13	12
打入	24	24	21	21
打出	42	42	31	36
打出了	1	1	1	1
打出去	5	5	5	5
打出来	26	26	22	19
打出来的	7	7	7	4
打击	101	100	74	71
打击乐	2	2	2	2
打击了	1	1	1	1
打分	16	16	14	3
打到	397	392	253	277
打前锋	1	1	1	1
打动	10	10	9	9
打动你的	1	1	1	1
打劫	6	6	3	6
打勾	5	5	5	3
打包	23	22	22	19
打包的	2	2	2	2
打包票	1	1	1	1
打卡	173	173	127	99
打发	19	19	17	14
打发时间	61	61	43	17
打吗	60	60	48	2
打吧	9	9	9	3
打听	8	8	8	7
打呢	1	1	1	1
打哈欠	24	24	18	18
打响	1	1	1	1
打哪	17	17	16	11
打啥	3	3	3	2
打喷嚏	56	56	35	43
打嗝	50	50	33	31
打回	17	17	17	10
打团	3	3	3	2
打国际	12	12	10	5
打在	20	20	19	18
打坐	18	18	12	11
打垮	10	10	10	8
打天下	12	12	12	6
打头	7	7	6	7
打女	39	39	29	20
打好	49	49	45	30
打好了	3	3	3	3
打孔	2	2	2	2
打字	144	143	92	103
打完	154	154	94	112
打完了	6	6	6	5
打官司	25	25	21	21
打工	429	425	227	229
打工仔	12	12	11	12
打工的	75	75	54	49
打平	20	20	19	12
打广告	85	85	64	36
打底	1	1	1	1
打开	294	294	177	199
打开了	8	8	6	7
打开后	6	6	5	5
打开手机	3	3	1	3
打开电脑	7	7	6	6
打开的	14	14	14	10
打开看	5	5	5	4
打开门	9	9	6	9
打得	467	467	267	58
打得好	6	6	6	6
打得过	90	90	63	65
打快	4	4	3	3
打怪	38	34	20	22
打戏	3	3	3	3
打成	100	99	84	72
打成一片	4	4	4	2
打我	38	37	28	26
打手	627	625	372	30
打打	29	29	28	22
打打杀杀	3	3	3	3
打扫	98	98	76	55
打扮	155	152	109	100
打扰	35	35	28	25
打扰了	1	1	1	1
打折	44	44	31	28
打招呼	104	103	81	46
打拳	18	18	12	8
打拼	45	45	32	28
打捞	6	6	6	4
打掉	23	23	23	14
打散	5	5	5	5
打斗	10	9	10	10
打断	32	32	29	22
打断了	3	3	3	3
打新	17	17	16	13
打方向	17	17	13	2
打日本	25	25	21	16
打杂	34	33	27	22
打来	88	87	63	49
打来电话	1	1	1	1
打板	4	4	4	3
打枪	120	118	88	78
打架	316	315	231	173
打歌	12	12	12	9
打死	184	184	134	112
打死了	6	6	6	4
打比	10	10	10	8
打比赛	5	5	5	4
打气	21	21	15	12
打水	3	3	3	3
打法	15	15	15	12
打洞	8	8	7	6
打消	5	5	5	5
打游戏	33	33	23	25
打滑	3	3	2	3
打滚	18	18	16	12
打满	5	5	4	5
打火机	44	44	28	30
打灯	8	8	8	8
打点	18	18	17	12
打烂	17	17	13	12
打烊	20	20	15	16
打爆	151	151	116	99
打牌	38	38	27	32
打猎	17	17	17	15
打球	268	265	171	128
打理	9	9	8	7
打电话	223	223	134	110
打电话来	27	27	23	22
打电话的	9	9	9	7
打电话给	56	56	41	37
打电话说	8	8	5	8
打电话问	58	58	21	31
打疫苗	4	4	4	4
打的	528	528	320	156
打的时候	6	6	5	5
打的是	6	6	6	6
打盹	1	1	1	1
打瞌睡	11	11	11	7
打码	12	12	11	9
打破	47	46	37	43
打破了	3	3	3	3
打碎	6	6	6	6
打磨	2	2	2	2
打穿	5	5	3	5
打算	124	124	98	98
打算去	3	3	3	3
打算在	2	2	2	2
打算用	2	2	2	2
打篮球	144	142	84	83
打结	41	41	36	20
打给	97	97	67	55
打网	8	8	8	3
打网球	21	21	17	15
打羽毛球	1	1	1	1
打脸	145	143	123	92
打脸了	9	9	8	6
打自己	34	34	24	15
打败	124	124	98	85
打败了	8	8	8	4
打赌	18	18	14	15
打赏	10	10	10	8
打赢	181	180	129	134
打赢了	10	10	10	10
打起来	76	76	59	42
打起来了	3	3	3	2
打趣	1	1	1	1
打趴	80	79	69	49
打车	2	2	2	2
打转	2	2	2	2
打轮	2	2	2	1
打过	132	132	105	89
打过去	16	16	10	14
打过来	53	53	30	36
打进	41	41	33	32
打通	24	24	19	16
打通了	1	1	1	1
打造	34	34	22	28
打造出	1	1	1	1
打造成	4	4	4	4
打酱油	4	4	3	3
打野	23	22	21	17
打量	1	1	1	1
打针	44	44	38	31
打钱	3	3	3	3
打铁	14	12	14	11
打错	143	143	89	53
打闹	5	5	5	5
打雷	73	73	36	43
打飞	5	5	5	5
打飞机	21	20	16	12
打饭	11	11	8	6
打高	47	46	39	15
打麻将	104	103	50	73
打黑	10	9	9	7
打鼓	38	37	26	26
打鼾	3	3	3	3
扔	22	22	19	22
扔下	1	1	1	1
扔了	2	2	2	1
扔出去	5	5	1	2
扔到	5	5	4	4
扔在	1	1	1	1
扔掉	5	5	4	4
扔的	1	1	1	1
扔给	2	2	2	2
扔过	1	1	1	1
托	134	134	81	71
托付	4	4	4	3
托付给	1	1	1	1
托儿	13	13	12	4
托我	2	2	2	2
托比	5	5	3	4
托盘	2	2	2	2
托福	37	37	22	28
托管	5	5	5	2
托老	1	1	1	1
托运	14	14	10	10
扛	171	168	108	80
扛不住	2	2	2	1
扛住	1	1	1	1
扛把子	1	1	1	1
扛起	5	5	5	3
扞	1	1	1	1
扣	493	468	282	227
扣上	1	1	1	1
扣分	92	92	62	29
扣子	17	17	14	15
扣帽子	15	14	13	14
扣押	10	10	5	10
扣掉	61	61	43	57
扣款	12	12	7	9
扣税	3	3	3	3
扣篮	2	2	2	2
扣钱	18	18	17	15
扣除	18	18	10	16
执	107	105	65	26
执业	21	21	19	19
执事	6	6	5	5
执勤	14	14	10	12
执导	15	15	11	12
执念	2	2	2	2
执意	4	4	4	3
执意要	7	7	6	6
执掌	1	1	1	1
执政	330	321	132	161
执法	34	34	28	21
执照	91	91	48	60
执着	1	1	1	1
执行	127	126	102	68
执行任务	2	2	2	2
执行力	2	2	2	2
执行者	2	2	2	2
扩	41	41	30	18
扩充	14	14	13	14
扩增	1	1	1	1
扩大	37	36	32	28
扩大规模	1	1	1	1
扩展	7	7	7	7
扩建	3	3	3	3
扩张	34	34	27	28
扩散	22	22	20	14
扪心自问	5	5	4	5
扫	337	328	219	116
扫了	3	3	3	3
扫出	7	7	7	7
扫到	45	45	37	33
扫地	145	145	99	61
扫射	18	18	12	12
扫帚	5	5	5	5
扫扫	1	1	1	1
扫把	47	47	35	32
扫描	11	11	10	11
扫码	1	1	1	1
扫荡	10	10	10	9
扫街	2	2	2	2
扫过	3	3	3	3
扫除	25	25	7	21
扬	134	133	60	94
扬声器	1	1	1	1
扬州	4	4	4	3
扬扬	1	1	1	1
扬起	2	2	2	2
扭	108	94	73	43
扭伤	10	10	8	10
扭动	5	5	5	5
扭头	1	1	1	1
扭成	1	1	1	1
扭曲	48	48	42	30
扭曲了	3	3	3	1
扭转	24	24	20	21
扮	392	368	190	177
扮演	66	65	37	39
扮演的	3	3	3	2
扮猪	6	6	5	3
扮相	6	6	5	6
扯	491	476	240	219
扯上	8	8	8	7
扯上关系	12	12	12	7
扯下	9	7	8	4
扯了	10	10	7	2
扯出	3	3	3	3
扯到	62	61	48	58
扯开	2	2	2	2
扯掉	3	3	3	3
扯淡	2	2	2	2
扯的	53	52	14	41
扯皮	1	1	1	1
扯远了	1	1	1	1
扰	69	68	41	34
扰乱	7	7	7	7
扰民	44	43	33	18
扰流	1	1	1	1
扳	17	17	15	11
扳手	13	13	13	10
扳机	2	2	2	2
扶	120	118	79	69
扶南	1	1	1	1
扶手	11	11	8	11
扶持	20	19	13	15
扶梯	163	163	7	99
扶植	36	36	28	30
扶正	5	5	5	3
扶轮	17	17	10	3
批	415	411	191	147
批准	4	4	4	4
批准的	1	1	1	1
批判	31	30	28	24
批发	16	16	14	15
批发商	4	4	4	4
批号	1	1	1	1
批吗	3	3	2	1
批改	3	3	3	3
批斗	44	44	35	27
批次	3	3	3	3
批萨	5	4	4	4
批评	193	187	130	118
批评了	3	3	3	2
批货	12	12	10	10
扺	1	1	1	1
扼	4	4	4	3
扼杀	10	10	9	10
找	3055	2991	1251	1515
找一下	13	13	13	11
找一个	67	67	43	61
找一些	8	8	5	8
找一家	1	1	1	1
找上门	9	9	9	6
找不出	4	4	3	4
找不到	414	412	246	249
找不到了	8	8	8	5
找不到人	77	77	56	58
找不到的	11	11	10	7
找专业	7	7	7	5
找个	175	175	109	151
找个人	21	21	13	17
找个地方	2	2	2	2
找个好	10	10	8	10
找书	1	1	1	1
找了	41	41	37	26
找了个	1	1	1	1
找些	7	7	7	7
找人	258	256	181	181
找他	59	59	53	45
找他们	11	11	11	10
找你	158	157	100	94
找你的	8	8	8	8
找借口	23	23	21	19
找关系	2	2	2	2
找其他	15	15	14	14
找几个	7	7	5	7
找出	29	29	29	25
找出来	16	16	16	15
找到	357	355	232	264
找到一个	7	7	7	6
找到了	33	33	25	16
找到他	2	2	2	2
找到你	10	10	10	7
找到她	1	1	1	1
找到对	2	2	2	2
找到属于	1	1	1	1
找到工作	14	14	13	8
找到我	1	1	1	1
找到的	14	14	14	9
找到自己	4	4	2	4
找医生	10	10	9	10
找呀	2	2	2	2
找回	31	31	24	24
找回来	14	14	14	10
找地	16	16	14	7
找女朋友	6	6	5	5
找她	29	29	27	20
找好	33	33	29	24
找客户	4	4	4	4
找对	12	12	12	9
找对象	10	10	9	9
找寻	15	15	11	10
找工	30	30	22	4
找工作	160	160	116	83
找店	6	6	6	2
找座	1	1	1	1
找得到	52	52	31	41
找我	227	226	134	128
找我们	2	2	2	2
找我的	4	4	4	4
找找	45	45	34	25
找机会	16	16	13	16
找来	27	27	26	21
找来了	1	1	1	1
找点	8	8	8	7
找理由	20	20	20	17
找的	127	127	87	48
找碴	14	14	10	8
找答案	6	6	6	4
找老师	14	14	12	13
找自己	7	7	7	7
找谁	39	39	37	26
找资料	7	7	7	7
找路	12	12	9	10
找车	10	10	10	8
找过	14	14	13	13
找麻烦	9	9	5	6
承	267	266	78	75
承办	15	15	13	10
承包	12	12	9	7
承受	44	44	39	31
承受不了	3	3	3	3
承受不住	2	2	2	2
承受了	1	1	1	1
承受度	2	2	2	2
承担	32	32	30	27
承担的	1	1	1	1
承担风险	2	2	2	2
承接	5	5	5	5
承揽	6	6	5	5
承认	545	538	222	248
承认了	8	8	7	5
承认他	9	9	9	6
承认的	31	30	23	18
承认自己	94	94	52	48
承诺	61	59	36	38
承诺的	4	4	4	3
承载	8	8	5	8
承载式	1	1	1	1
技	399	393	177	183
技巧	159	158	101	77
技巧性	2	2	2	2
技师	39	37	22	27
技术	528	519	352	313
技术上	5	5	5	5
技术人员	4	4	4	3
技术会	6	6	5	5
技术发展	2	2	2	2
技术含量	5	5	5	5
技术员	61	61	29	52
技术和	2	2	2	2
技术在	2	2	2	2
技术如何	4	4	4	3
技术学	44	44	28	3
技术层面	1	1	1	1
技术性	15	15	13	13
技术成熟	2	2	2	2
技术手段	2	2	1	1
技术指标	1	1	1	1
技术是	16	16	13	13
技术活	2	2	2	2
技术流	1	1	1	1
技术的	26	26	21	18
技术突破	1	1	1	1
技术类	3	3	3	3
技术进步	3	3	3	3
技术部	1	1	1	1
技术问题	1	1	1	1
技术面上	2	2	1	1
技术高	4	4	4	3
技法	2	2	2	2
技能	235	233	161	133
技能是	7	7	6	7
技能点	22	22	15	15
技艺	7	7	6	7
抄	615	557	310	308
抄下	1	1	1	1
抄了	16	16	12	12
抄作业	4	4	4	3
抄写	2	2	2	2
抄底	7	7	7	7
抄报	1	1	1	1
抄袭	310	305	187	191
抄起	1	1	1	1
抉择	41	41	27	13
把	5475	5426	1963	2724
把一个	14	14	8	13
把一些	6	6	6	6
把一切	1	1	1	1
把上面	1	1	1	1
把东西	17	17	15	14
把两个	4	4	4	4
把中国	45	45	32	34
把之前	1	1	1	1
把书	13	13	6	10
把事情	11	11	11	9
把人	192	191	133	128
把人家	8	8	7	7
把他	122	120	79	107
把他们	31	31	26	30
把他们的	3	3	3	3
把他当	13	13	12	11
把他的	23	23	12	21
把价格	2	2	2	2
把你	208	208	133	156
把你们	10	10	10	9
把你当	28	27	23	17
把你的	57	57	24	51
把公司	10	10	6	9
把关	14	14	12	12
把其	2	2	2	2
把其他	17	17	14	11
把刀	227	225	21	132
把别人	43	43	26	30
把原来	1	1	1	1
把各种	4	4	4	4
把大家	5	5	5	3
把头	36	36	22	26
把头发	14	14	11	12
把女儿	13	13	11	12
把她	63	63	44	44
把她的	5	5	3	4
把妹	282	280	189	126
把子	8	8	6	7
把学生	14	13	10	14
把孩子	4	4	2	4
把它	48	48	41	43
把它们	4	4	4	4
把它当	3	3	3	3
把它放	1	1	1	1
把家里	7	7	6	7
把对方	8	8	8	8
把很多	1	1	1	1
把心	28	28	10	8
把戏	29	29	18	17
把我	92	92	72	85
把我们	6	6	5	5
把我们的	3	3	2	3
把我当	8	8	8	8
把我的	40	40	27	32
把房子	8	8	8	8
把所有	30	30	20	25
把所有的	4	4	4	4
把手	63	63	43	41
把手机	46	46	31	40
把持	37	37	32	26
把握不	1	1	1	1
把握好	3	3	2	2
把数据	1	1	1	1
把整个	17	17	16	17
把时间	24	24	15	17
把柄	16	16	12	12
把椅子	5	5	5	5
把每个	2	2	2	2
把玩	4	4	4	4
把目光	1	1	1	1
把目标	2	2	2	2
把脉	9	9	9	9
把脸	39	39	24	21
把自己	170	170	106	113
把自己的	18	18	12	18
把衣服	21	21	15	20
把话	6	6	6	5
把话说	5	5	5	5
把该	18	18	6	4
把谁	4	4	3	4
把责任	1	1	1	1
把身体	5	5	5	5
把车	38	38	22	23
把车停	5	5	3	4
把这	28	28	23	20
把这个	6	6	6	6
把这些	16	16	10	14
把这种	7	7	5	6
把这篇	7	7	7	7
把那	25	25	20	21
把那个	4	4	4	4
把那些	13	13	9	13
把酒	7	7	7	6
把里面	5	5	4	2
把钱	148	148	94	76
把门	9	9	9	8
把问题	8	8	7	8
把饭	15	15	6	10
抑	16	15	6	9
抑制	23	23	18	22
抑或	2	2	2	2
抑或是	2	2	1	2
抑扬顿挫	1	1	1	1
抑郁	3	3	3	3
抒	10	10	9	3
抒发	16	16	14	11
抒情	24	24	19	13
抓	2010	1934	930	719
抓不住	8	8	7	7
抓不到	74	73	52	44
抓了	45	44	40	30
抓人	65	65	31	46
抓伤	5	5	5	5
抓住	37	37	31	30
抓住了	1	1	1	1
抓住他	1	1	1	1
抓你	29	29	21	18
抓到	396	394	215	259
抓到了	39	39	16	29
抓取	1	1	1	1
抓地力	2	2	2	2
抓我	18	18	14	14
抓手	2	1	2	2
抓捕	2	2	2	2
抓狂	38	38	26	18
抓的	106	106	82	49
抓紧	12	12	10	11
抓耳	1	1	1	1
抓走	78	78	53	29
抓起	2	2	2	2
抓起来	67	67	47	47
投	1124	1081	470	481
投下	6	6	5	3
投中	4	4	4	4
投了	12	12	11	7
投保	15	15	9	10
投入	43	43	38	36
投入到	2	2	2	2
投入大	1	1	1	1
投其所好	1	1	1	1
投出	6	6	6	6
投出去	2	2	2	2
投向	1	1	1	1
投奔	6	6	5	6
投射	14	14	13	12
投屏	1	1	1	1
投影	54	51	39	16
投手	125	124	72	95
投掷	8	8	6	7
投放	1	1	1	1
投放广告	1	1	1	1
投机	26	26	21	13
投机取巧	6	6	6	5
投机者	1	1	1	1
投标	3	2	3	2
投球	21	21	21	19
投的	48	48	28	27
投票	236	234	179	138
投票权	12	12	10	8
投票率	11	11	10	11
投稿	15	15	14	11
投篮	13	13	11	10
投给	83	82	52	47
投胎	251	248	119	138
投行	2	2	2	2
投诉	59	59	44	39
投资	419	409	265	232
投资中	6	6	6	4
投资了	11	11	9	7
投资人	14	14	13	13
投资价值	2	2	2	2
投资公司	4	4	4	4
投资品	1	1	1	1
投资基金	1	1	1	1
投资大	6	6	6	6
投资学	2	2	2	2
投资工具	1	1	1	1
投资建设	1	1	1	1
投资房	8	8	7	2
投资收益	1	1	1	1
投资方向	1	1	1	1
投资方式	1	1	1	1
投资方法	1	1	1	1
投资朋友	2	2	1	1
投资本	2	2	2	1
投资比	4	4	4	2
投资理财	9	9	5	7
投资移民	2	2	2	2
投资者	2	2	2	2
投资股票	5	5	5	5
投资能力	1	1	1	1
投资银行	2	2	2	2
投资顾问	1	1	1	1
投身	6	6	6	6
投过	7	7	7	7
投进	18	17	17	15
投递	2	2	2	2
投钱	15	15	12	13
投降	125	125	94	67
投降了	7	7	5	4
投靠	26	26	24	23
投顾	7	7	6	7
抖	370	325	214	125
抖个	2	2	2	2
抖动	22	22	18	20
抖腿	3	3	3	3
抖音	8	8	3	6
抗	148	144	99	84
抗争	101	100	81	66
抗体	11	11	9	9
抗击	4	4	4	2
抗压	61	61	47	12
抗性	10	10	8	8
