# sentences=92558 tokens=745571 words=26623
word	count	sentences	left_contexts	right_contexts
时候才	3	3	2	2
时候是	16	16	4	14
时候有	3	3	2	3
时候来	1	1	1	1
时候的	4	4	4	4
时候走	1	1	1	1
时候起	1	1	1	1
时候都	1	1	1	1
时光	16	16	11	9
时光机	3	3	2	1
时出现	2	2	1	1
时分	8	8	1	6
时刻	6	6	5	5
时尚	42	42	11	9
时尚潮	9	9	1	1
时已	6	6	2	2
时常	2	2	2	2
时才	33	33	15	15
时报	2	2	1	1
时日	1	1	1	1
时时刻刻	5	5	4	5
时期	14	13	13	12
时期的	3	3	2	2
时机	1	1	1	1
时段	18	18	4	10
时的	21	21	14	14
时空	23	22	15	4
时节	8	8	6	7
时装	1	1	1	1
时计	5	5	1	4
时速	2	2	1	2
时长	477	476	48	94
时间	927	910	150	226
时间上	29	29	14	14
时间不	23	23	15	12
时间不同	1	1	1	1
时间不多	1	1	1	1
时间不够	1	1	1	1
时间不是	8	8	6	5
时间不长	12	12	9	8
时间为	22	22	9	8
时间久了	4	4	4	4
时间也	53	53	13	29
时间了	22	22	14	14
时间以	1	1	1	1
时间会	7	7	5	5
时间内	4	4	1	1
时间再	2	2	1	1
时间出	8	8	4	1
时间去	15	15	12	12
时间可以	29	29	7	17
时间吧	10	10	7	1
时间多	2	2	2	2
时间太久	10	10	9	3
时间太短	17	17	7	5
时间太长	6	6	5	2
时间安排	5	5	4	4
时间差	3	3	3	2
时间很短	3	3	1	1
时间很长	10	10	7	7
时间打	1	1	1	1
时间早	3	3	2	3
时间是	501	501	29	45
时间来	5	5	5	3
时间段	20	20	8	8
时间比较	11	11	9	6
时间没	1	1	1	1
时间点	13	13	6	8
时间的	36	36	22	9
时间看	12	12	8	6
时间短	10	10	6	5
时间能	12	12	9	9
时间规划	5	5	4	1
时间过得	3	3	3	3
时间还	50	50	15	23
时间都	4	4	4	4
时间里	2	2	1	1
时间长	12	11	11	9
时间长了	4	4	3	4
时间长短	6	6	5	6
时间间隔	2	2	1	1
时间限制	1	1	1	1
时隔	4	4	4	4
旷	5	5	2	2
旸	1	1	1	1
旺	46	45	10	7
旺季	468	422	52	21
旺盛	1	1	1	1
昂	25	24	9	9
昂贵	1	1	1	1
昆	35	34	16	5
昆仑	2	2	1	1
昆明	9	9	6	1
昆虫	1	1	1	1
昊	57	53	3	31
昌	22	22	8	9
昌平	156	147	24	11
明	263	258	85	67
明了	1	1	1	1
明亮	1	1	1	1
明亮的	1	1	1	1
明代	37	35	16	21
明信片	4	4	2	2
明天	9	9	8	8
明天下	1	1	1	1
明天我	1	1	1	1
明定	1	1	1	1
明年	3	3	3	1
明快	2	2	2	2
明报	1	1	1	1
明日	9	6	5	2
明明	2	2	2	2
明明是	2	2	2	2
明星	99	98	52	45
明显的	3	3	1	1
明朗	1	1	1	1
明朝	14	14	8	7
明治	7	7	3	2
明清	22	22	17	10
明清时期	11	11	7	6
明珠	8	8	5	5
明白	11	11	6	7
明白了	1	1	1	1
明白的	1	1	1	1
明的	1	1	1	1
明确	1	1	1	1
明细	1	1	1	1
易	26	23	9	8
易地	2	2	1	1
昔	1	1	1	1
昔日	1	1	1	1
昕	3	3	2	2
星	166	153	75	56
星云	3	3	3	2
星仔	4	4	4	3
星光	31	31	6	4
星官	4	4	1	1
星宿	1	1	1	1
星尚	1	1	1	1
星座	197	196	45	54
星座的	50	50	12	10
星战	1	1	1	1
星星	14	14	6	9
星期	4	4	2	2
星期六	2	2	2	2
星期天	6	6	1	2
星火	4	4	1	1
星球	1	1	1	1
星球大战	8	8	7	6
星空	2	2	1	1
星空间	1	1	1	1
星途	2	2	2	2
星际	7	7	5	3
星际穿越	20	20	16	14
星际迷航	9	9	5	4
星驰	70	70	1	34
映	162	161	36	39
映入眼帘	2	2	1	1
映在	1	1	1	1
春	58	58	26	26
春光	1	1	1	1
春光乍泄	14	14	11	10
春园	12	8	5	8
春夏	3	3	3	2
春夏秋冬	4	4	2	2
春天	17	17	5	12
春季	13	13	4	4
春晚	16	16	11	14
春树	1	1	1	1
春生	20	20	11	10
春秋	8	8	3	1
春节	24	24	9	5
春节期间	3	3	1	1
春风	11	11	9	1
昨	1	1	1	1
昨夜	1	1	1	1
昨天	4	4	4	3
昨天刚	4	4	1	4
昨天我	1	1	1	1
昭	40	36	8	5
是	10159	9897	1289	1892
是一	103	103	34	17
是一个	94	93	71	67
是一个不	1	1	1	1
是一个人	5	5	4	2
是一个很	18	18	16	13
是一位	86	86	59	63
是一名	54	54	37	34
是一天	2	2	2	2
是一家	31	31	24	23
是一对	2	2	2	2
是一座	28	28	18	14
是一张	97	97	17	31
是一所	8	8	4	7
是一支	6	6	4	5
是一本	2	2	1	2
是一条	24	24	6	3
是一段	4	4	1	1
是一片	1	1	1	1
是一种	4	4	4	4
是一种病	19	19	1	11
是一部	227	227	78	98
是上海	9	9	6	6
是不	91	91	46	30
是不一样	2	2	2	1
是不可	3	3	3	3
是不可能	1	1	1	1
是不在	1	1	1	1
是不对	1	1	1	1
是不少	11	11	9	9
是不是	241	241	121	124
是不是也	31	31	22	23
是不是你	1	1	1	1
是不是可	2	2	2	1
是不是在	7	7	5	7
是不是就	3	3	3	3
是不是有	13	13	11	7
是不用	1	1	1	1
是不知道	10	10	3	8
是不行	1	1	1	1
是不要	2	2	2	1
是不错	6	6	5	6
是不错的	4	4	4	3
是不需要	1	1	1	1
是与	10	10	9	3
是专门	4	4	4	4
是世界	6	6	6	5
是世界上	2	2	2	2
是东京	2	2	2	2
是两个	4	4	4	3
是个	136	136	89	88
是个人	1	1	1	1
是个什么	5	5	5	3
是个很有	6	6	6	6
是中国	125	125	46	55
是中国人	14	14	10	7
是中国的	13	13	10	9
是为	3	3	3	3
是为了	4	4	4	4
是了	12	12	8	3
是事实	1	1	1	1
是人	2	2	2	1
是人类	1	1	1	1
是什么	799	799	161	75
是什么呢	20	20	18	3
是什么样	37	37	14	5
是从	14	14	12	11
是他	107	107	61	60
是他们	30	30	22	13
是他家	3	3	3	2
是他的	120	120	70	45
是他自己	2	2	2	1
是以	34	34	25	24
是位	5	5	5	5
是位于	9	9	7	7
是你	13	12	12	8
是你的	3	3	3	2
是做	13	13	8	10
是做了	3	3	2	3
是做什么	85	85	19	10
是兄弟	1	1	1	1
是关于	19	19	2	12
是典型	6	6	6	1
是冲着	1	1	1	1
是几个	1	1	1	1
是出来	1	1	1	1
是利用	4	4	1	1
是别人	1	1	1	1
是北京的	15	15	8	5
是厉害	1	1	1	1
是去	10	10	9	8
是发生	1	1	1	1
是可以	8	8	8	6
是可以的	12	12	3	1
是台	69	69	33	3
是同一个	1	1	1	1
是后来	6	6	6	5
是吗	516	515	84	211
是否	11	11	5	7
是否值得	1	1	1	1
是否在	1	1	1	1
是否有	2	2	2	2
是吧	95	95	57	27
是呀	207	206	5	149
是呢	45	45	3	42
是哪	1564	1564	189	51
是哪个	272	272	54	32
是哪些	3	3	3	1
是哪位	24	24	13	8
是哪种	8	8	4	4
是哪里	421	421	55	25
是唯一	7	7	7	4
是啊	857	857	5	426
是啥	78	78	45	30
是啥样	6	6	5	4
是喜欢	10	10	9	8
是四川	3	3	2	2
是因	3	3	2	3
是因为	34	34	28	29
是国内	16	16	10	7
是国家	8	7	7	5
是在	778	777	164	126
是在一个	1	1	1	1
是在北京	12	12	9	5
是处于	1	1	1	1
是多么的	2	2	2	2
是多大	5	5	3	3
是多少	549	549	40	34
是天天	1	1	1	1
是奥地利	1	1	1	1
是女的	1	1	1	1
是她	58	58	39	35
是她的	55	55	37	24
是她自己	1	1	1	1
是好	26	26	19	11
是如何	3	3	2	1
是如此的	1	1	1	1
是学校	1	1	1	1
是它	24	24	18	8
是实力	1	1	1	1
是家	2	2	1	2
是对	3	3	3	3
是将	2	2	2	2
是小	18	18	14	13
是小说	2	2	2	1
是属于	29	29	18	16
是希望	1	1	1	1
是带着	4	4	1	1
是干嘛	2	2	2	2
是应该	3	3	3	2
是座	1	1	1	1
是开玩笑	2	2	1	1
是当年	4	4	4	2
是当时	3	3	3	3
是很	129	129	85	75
是很久	3	3	3	3
是很多	3	3	3	2
是很大	3	3	3	3
是很好的	1	1	1	1
是很有	28	28	20	12
是很棒的	1	1	1	1
是德国	16	16	10	10
是心理	1	1	1	1
是必须	2	2	2	2
是怎么	91	91	38	18
是怎么样	1	1	1	1
是怎样	2	2	2	2
是怎样的	9	9	6	6
是怕	1	1	1	1
是想	5	5	4	5
是想看	2	2	2	2
是成年	2	2	1	1
是我	116	116	54	36
是我们	10	10	10	9
是我们的	1	1	1	1
是我国	22	22	16	9
是我在	1	1	1	1
是我的	6	6	6	6
是我的菜	2	2	2	1
是所有	1	1	1	1
是把	2	2	2	2
是指	6	6	5	4
是挺	53	53	17	31
是挺好	5	5	5	4
是政治	1	1	1	1
是故	1	1	1	1
是教育	2	2	1	1
是文科	1	1	1	1
是无法	1	1	1	1
是日	93	93	40	10
是日本人	7	7	6	5
是时候	7	7	6	6
是最	18	18	17	13
是最后	1	1	1	1
是最好的	5	5	5	5
是有	47	47	22	25
是有多	1	1	1	1
是有时	1	1	1	1
是有点	18	18	12	13
是有点贵	1	1	1	1
是有的	3	3	3	2
是有限	2	2	2	2
是朋友	1	1	1	1
是根据	42	42	23	28
是正常的	1	1	1	1
是比较	7	7	7	7
是没	19	19	10	12
是没有	5	5	3	4
是没的	4	4	2	2
是法国	18	18	11	13
是清朝	1	1	1	1
是湖南	2	2	2	1
是滴	2	2	1	2
是爱	4	4	4	2
是爱情	1	1	1	1
是现在	1	1	1	1
是现在的	1	1	1	1
是用	6	6	6	6
是由	436	435	120	218
是男的	2	2	2	1
是痛苦	2	2	2	1
是的	3966	3952	24	1048
是目前	10	10	7	5
是直接	2	2	2	2
是真	10	10	7	9
是真心	3	3	3	3
是真爱	1	1	1	1
是真的	15	15	7	13
是真的吗	24	24	20	1
是知道	5	5	3	5
是知道的	2	2	2	2
是种	1	1	1	1
是第一	4	4	4	3
是给	6	6	4	4
是美国	137	137	61	66
是美国人	16	16	12	11
是老人	2	2	2	2
是能	2	2	2	2
是自己	1	1	1	1
是自然	1	1	1	1
是英文	4	4	3	4
是被	6	6	5	5
是西安	3	3	3	1
是要	3	3	3	3
是要做	1	1	1	1
是要去	1	1	1	1
是觉得	2	2	2	2
是解决	1	1	1	1
是让	3	3	3	3
是让人	3	3	3	3
是该	5	5	2	3
是谁	1195	1194	146	69
是谁呢	337	337	44	7
是谁啊	234	234	44	12
是谁的	6	6	6	5
是跟	4	4	3	3
是这个	22	22	13	19
是这么	6	6	6	3
是这样	74	73	20	16
是这样的	10	10	6	8
是这种	2	2	2	2
是这里	3	3	3	3
是通过	4	4	4	4
是遇到	1	1	1	1
是那个	9	9	5	8
是那么	2	2	2	2
是采用	1	1	1	1
是重要的	5	5	2	5
是问题	1	1	1	1
是需要	2	2	1	1
是非	1	1	1	1
是非常	7	7	7	7
是面向	1	1	1	1
是高	12	12	10	8
是高中	1	1	1	1
是黑	14	14	12	6
昱	1	1	1	1
昵称	4	4	4	4
显	6	6	6	5
显得	2	2	2	2
显摆	3	2	3	3
显眼	8	8	7	3
显示	5	5	3	3
显而易见	1	1	1	1
显赫	1	1	1	1
显露	1	1	1	1
晁	3	3	1	1
晃	7	7	3	6
晋	4	4	3	3
晏	3	3	1	2
晒	2	1	2	2
晒了	1	1	1	1
晓	116	114	17	20
晓得	16	16	9	9
晓霞	1	1	1	1
晕	2	2	2	2
晖	16	16	3	12
晚	23	23	15	15
晚上	10	10	7	7
晚上去	2	2	2	2
晚上睡	1	1	1	1
晚上还	1	1	1	1
晚于	1	1	1	1
晚会	19	19	2	11
晚安	1	1	1	1
晚报	2	2	1	1
晚的	2	2	2	2
晤	1	1	1	1
晨	19	19	7	7
普	153	146	45	36
普及	5	5	4	2
普林斯顿	3	3	2	1
普济	1	1	1	1
普通	45	45	19	6
普通人	4	4	4	4
普通的	3	3	3	2
普通话	85	85	28	33
普遍	1	1	1	1
普雷	5	5	3	3
景	164	141	44	46
景区	424	399	112	128
景区门票	28	26	7	8
景点	4766	4429	233	374
景点有	328	327	13	131
景点门票	26	26	10	8
景物	4	4	1	1
景致	3	3	2	3
景色	121	120	30	29
景观	40	39	25	26
景象	1	1	1	1
晴	11	11	3	7
晴天	2	2	2	2
晶	27	27	3	9
晶体	2	2	1	1
智	19	19	17	13
智商	6	6	6	6
智商高	1	1	1	1
智慧	8	8	7	2
智慧的	3	3	2	2
智能	15	15	4	5
智障	3	3	2	2
晾	1	1	1	1
晾晒	1	1	1	1
暂	2	2	2	2
暂不	4	4	2	2
暂停	26	26	7	3
暂时	39	39	12	3
暂时不	4	4	3	3
暑	1	1	1	1
暑假	6	6	3	4
暑期	3	2	2	2
暖	3	3	1	3
暖暖	5	5	4	3
暖暖的	1	1	1	1
暗	9	9	6	4
暗含	1	1	1	1
暗杀	1	1	1	1
暗涌	4	4	1	1
暧	2	1	2	2
暧昧	1	1	1	1
暨	1	1	1	1
暮	6	6	6	4
暴	5	5	3	5
暴力	5	5	4	4
暴力美学	1	1	1	1
暴晒	1	1	1	1
暴露	3	3	3	2
暴风	3	3	3	1
暴龙	1	1	1	1
曙光	1	1	1	1
曜	1	1	1	1
曦	11	11	3	3
曰	2	2	2	2
曲	800	794	91	222
曲子	16	16	12	13
曲家	2	2	1	2
曲折	2	2	1	1
曲折的	7	7	1	1
曲星	1	1	1	1
曲目	71	71	26	29
曲线	2	2	2	1
曲调	5	5	2	4
曲谱	3	3	3	3
曲风	58	58	27	33
曳	2	2	1	1
更	85	85	42	47
更不	5	5	4	4
更不会	1	1	1	1
更不用说	1	1	1	1
更了解	1	1	1	1
更便宜	1	1	1	1
更值得	3	3	3	3
更像是	5	5	3	2
更关心	3	3	3	3
更具	1	1	1	1
更具体	1	1	1	1
更具有	4	4	2	1
更凉	1	1	1	1
更出色	2	2	2	2
更别说	1	1	1	1
更加	11	11	11	11
更加了解	1	1	1	1
更加成熟	2	2	2	2
更厉害	8	8	8	5
更名	10	10	4	3
更名为	6	6	3	4
更喜欢	39	39	11	24
更多	9	9	9	7
更多了	2	2	2	2
更多是	2	2	1	1
更多的	6	6	6	5
更多的人	5	5	4	5
更多的是	1	1	1	1
更大	3	3	2	3
更好	11	11	11	8
更好一些	1	1	1	1
更好了	2	2	2	2
更好的	5	5	5	5
更好看	4	4	4	2
更完美	2	2	2	2
更小	1	1	1	1
更广	1	1	1	1
更应该	1	1	1	1
更快	1	1	1	1
更想	7	7	6	6
更感兴趣	1	1	1	1
更擅长	1	1	1	1
更早	1	1	1	1
更是	309	309	131	129
更是一种	1	1	1	1
更是让	5	5	4	4
更显	1	1	1	1
更有	20	20	20	17
更有优势	1	1	1	1
更有意思	1	1	1	1
更正	1	1	1	1
更深	5	5	2	5
更深入	1	1	1	1
更深刻	1	1	1	1
更清	1	1	1	1
更清楚	1	1	1	1
更漂亮	1	1	1	1
更爽	1	1	1	1
更牛	7	7	4	6
更狠	2	2	2	2
更直接	1	1	1	1
更细	1	1	1	1
更美	1	1	1	1
更能	2	2	2	2
更让	6	6	3	3
更让人	4	4	4	4
更让我	2	2	2	2
更详细	1	1	1	1
更详细的	1	1	1	1
更重要	2	2	2	2
更重要的	1	1	1	1
更难	6	6	6	3
更高	11	11	2	6
曹	52	52	25	9
曹家	6	5	2	1
曼	183	174	40	86
曼哈顿	11	11	2	8
曼彻斯特	12	12	7	8
曼玉	34	34	2	24
曼联	2	2	2	2
曼谷	4	4	4	1
曾	152	150	89	37
曾与	2	2	1	1
曾为	5	5	4	4
曾任	1	1	1	1
曾作	1	1	1	1
曾和	1	1	1	1
曾因	1	1	1	1
曾在	13	13	11	10
曾多次	1	1	1	1
曾是	25	25	19	17
曾有	5	5	3	3
曾经	37	37	25	25
曾经也	4	4	4	2
曾经在	5	5	5	4
曾经是	11	11	11	9
曾经有过	1	1	1	1
曾经的	18	18	11	8
曾经看过	1	1	1	1
曾被	4	4	3	3
替	6	6	6	6
替他	3	3	3	3
替代	6	6	1	1
替身	1	1	1	1
最	91	90	49	46
最上	1	1	1	1
最东	1	1	1	1
最丰富的	5	5	2	2
最为	3	3	3	3
最主要	27	27	5	21
最主要是	2	2	1	2
最主要的	22	22	9	7
最久的	1	1	1	1
最了解	1	1	1	1
最亮	5	5	1	1
最优	12	12	6	2
最优秀的	1	1	1	1
最伟大	7	7	1	1
最伟大的	1	1	1	1
最低	2	2	2	2
最佳	2484	2101	113	151
最佳导演	488	416	38	38
最佳影片	225	218	18	26
最佳时	1	1	1	1
最佳男	982	792	70	12
最佳的	3	3	1	1
最佳选择	2	2	2	1
最值得	5	5	5	5
最先	8	8	6	4
最全的	3	3	1	1
最具	74	73	13	9
最出名	4	4	4	2
最出名的	19	19	7	11
最出色的	1	1	1	1
最初	8	8	7	6
最初的	2	2	2	2
最厉害	3	3	3	3
最厉害的	12	12	10	6
最原始	2	2	1	1
最受	16	16	5	6
最受欢迎	170	167	26	21
最古老	10	10	5	2
最合理	1	1	1	1
最合适	1	1	1	1
最后	34	34	24	23
最后一个	1	1	1	1
最后一张	1	1	1	1
最后再	2	2	1	2
最后在	2	2	2	2
最后才	2	2	2	2
最后是	1	1	1	1
最后的	11	11	7	7
最后被	1	1	1	1
最后通	4	3	2	1
最后都	1	1	1	1
最吸引	2	2	2	2
最吸引人	1	1	1	1
最喜欢	83	83	26	53
最喜欢的	113	113	32	58
最基本的	1	1	1	1
最基础	1	1	1	1
最多	17	17	10	7
最多的是	1	1	1	1
最大	6	6	4	4
最大原因	1	1	1	1
最大的	74	74	27	33
最好	25	25	21	18
最好了	4	4	4	2
最好去	1	1	1	1
最好把	1	1	1	1
最好是	1	1	1	1
最好的	12	12	12	6
最好的了	2	2	2	2
最好的是	1	1	1	1
最好看	2	2	2	2
最好能	3	3	3	3
最好还是	1	1	1	1
最完整	1	1	1	1
最完美的	6	6	3	2
最小的	1	1	1	1
最少	4	4	4	4
最差	1	1	1	1
最年轻	19	19	6	3
最开始	2	2	2	2
最开始的	1	1	1	1
最开心的	1	1	1	1
最强	10	10	4	2
最惨	1	1	1	1
最想	1	1	1	1
最感兴趣	2	2	2	2
最成功	15	15	13	2
最擅长	1	1	1	1
最擅长的	1	1	1	1
最新	1	1	1	1
最新的	1	1	1	1
最早	10	10	8	8
最早是	3	3	3	3
最早的	13	13	11	11
最晚	22	22	7	6
最最	2	2	2	2
最有	18	18	11	8
最有名	13	13	11	6
最有特色	1	1	1	1
最棒的	4	4	3	4
最流行的	1	1	1	1
最浪漫的	3	3	3	1
最深	1	1	1	1
最深刻	1	1	1	1
最深刻的	1	1	1	1
最深的	11	11	3	9
最清楚	1	1	1	1
最漂亮	1	1	1	1
最漂亮的	1	1	1	1
最火	8	8	2	2
最火的	2	2	2	2
最热门	2	2	1	1
最熟悉的	6	6	2	2
最爱	18	18	11	12
最爱的	3	3	2	2
最牛	17	17	12	2
最珍贵的	2	2	2	2
最畅销	41	41	4	5
最短	1	1	1	1
最突出	5	5	2	3
最突出的	1	1	1	1
最简单的	1	1	1	1
最精彩的	2	2	2	2
最累	1	1	1	1
最终	16	16	14	10
最终以	1	1	1	1
最终还是	1	1	1	1
最经典	1	1	1	1
最经典的	12	12	9	11
最美	10	10	3	3
最美的	5	5	5	5
最能	5	5	5	5
最能体现	2	2	2	2
最著名	39	39	13	6
最让	9	9	9	7
最让人	4	4	4	4
最起码	2	2	2	2
最近	43	43	25	33
最近不	1	1	1	1
最近也	1	1	1	1
最近几天	2	2	2	1
最近几年	2	2	1	2
最近听	3	3	1	3
最近在	4	4	3	4
最近好	1	1	1	1
最近我	8	8	4	7
最近有	12	12	7	4
最近比较	1	1	1	1
最近的	9	9	6	6
最近还	1	1	1	1
最远的	3	3	1	1
最适合	5	5	4	3
最适合的	1	1	1	1
最重的	1	1	1	1
最重要的	10	10	7	7
最长	13	13	3	4
最长的	4	4	3	4
最难	15	15	11	3
最高	89	83	27	20
最高峰	7	7	1	2
最高点	1	1	1	1
最高的	12	12	8	9
最高票	7	7	2	1
最高级	1	1	1	1
月	5127	3695	90	167
月上旬	1	1	1	1
月中	8	4	4	2
月中旬	12	11	8	7
月亮	11	11	6	9
月份	28	28	7	14
月份的	1	1	1	1
月光	7	7	3	6
月光宝盒	4	4	1	3
月初	9	9	5	4
月圆	1	1	1	1
月季	3	3	2	2
月底	13	13	5	5
月月	1	1	1	1
月末	1	1	1	1
月球	4	4	2	4
月神	1	1	1	1
月结	1	1	1	1
有	3037	3006	574	1110
有一	15	15	11	11
有一个	64	64	27	49
有一个人	1	1	1	1
有一些	41	41	13	3
有一位	1	1	1	1
有一半	3	3	3	3
有一回	1	1	1	1
有一块	2	2	2	2
有一天	1	1	1	1
有一定	4	4	3	4
有一定的	3	3	3	3
有一家	1	1	1	1
有一座	8	8	5	5
有一点	34	34	12	5
有一片	2	2	1	1
有一种	2	2	2	2
有一股	1	1	1	1
有一部	14	14	7	12
有一部分	1	1	1	1
有一项	3	3	3	2
有三	44	44	24	16
有三个	2	2	2	2
有三种	1	1	1	1
有不	5	5	5	3
有不同	1	1	1	1
有不好	1	1	1	1
有不小	2	2	2	2
有不少	4	4	4	4
有专门	1	1	1	1
有世界	4	4	3	1
有东西	2	2	1	1
有两个	12	12	8	7
有两种	2	2	2	2
有个	94	94	34	79
有个别	10	10	6	2
有个叫	8	8	6	8
有个朋友	1	1	1	1
有为	20	20	2	12
有主	1	1	1	1
有了	15	15	10	12
有了他	1	1	1	1
有了解	200	200	81	13
有了钱	1	1	1	1
有争议	2	2	1	1
有事	2	2	2	2
有云	5	5	1	3
有些	218	209	59	29
有些大	1	1	1	1
有些年	1	1	1	1
有人	11	11	10	9
有人在	1	1	1	1
有人说	2	2	2	2
有什么	208	208	71	66
有什么可	3	3	3	2
有什么好	23	23	16	5
有今天	2	2	2	2
有他	13	13	10	7
有他们	2	2	2	1
有他们的	4	4	4	2
有他的	1	1	1	1
有代入感	1	1	1	1
有代表性	3	3	3	2
有价值的	2	2	1	1
有份	1	1	1	1
有优惠	1	1	1	1
有伤	1	1	1	1
有何	3	3	2	1
有余	1	1	1	1
有你	21	21	17	10
有你的	3	3	3	1
有偿	3	3	1	1
有光	1	1	1	1
有公司	29	29	7	4
有关	9	9	9	8
有关于	1	1	1	1
有关的	6	6	5	5
有关系	15	15	15	7
有关系吗	5	5	3	1
有关系的	2	2	2	2
有兴趣	14	14	7	8
有兴趣的	1	1	1	1
有其他	88	88	12	12
有其它	7	7	7	5
有几个	7	7	7	7
有几个人	14	14	12	6
有几位	2	2	2	2
有几家	1	1	1	1
有几种	2	2	2	2
有分	2	2	2	2
有创意	1	1	1	1
有利	1	1	1	1
有别	56	56	9	5
有勇气	2	2	2	2
有包	2	2	2	1
有区别	1	1	1	1
有印象	21	21	14	11
有历史	1	1	1	1
有去过	1	1	1	1
有变化	1	1	1	1
有句话	3	3	3	2
有可能	3	3	2	3
有台	10	10	6	2
有史以来	6	6	4	3
有各种	1	1	1	1
有名	157	157	49	33
有名的	89	89	50	51
有吗	14	14	11	3
有吧	1	1	1	1
有听过	16	16	9	10
有员工	1	1	1	1
有味道	9	9	7	2
有品质	1	1	1	1
有哦	2	2	1	2
有哪个	2	2	2	2
有哪些	315	315	48	45
有啊	320	320	4	96
有啥	174	174	31	28
有四个	1	1	1	1
有图	1	1	1	1
有在	7	7	7	5
有声	1	1	1	1
有多	25	25	15	16
有多厉害	3	3	3	3
有多大	40	40	19	8
有多好	2	2	2	1
有多少	55	55	24	11
有多少个	1	1	1	1
有多少人	2	2	2	2
有多强	2	2	1	1
有多种	2	2	2	2
有多远	1	1	1	1
有多高	12	12	6	5
有大	22	22	16	19
有大量	1	1	1	1
有天	38	38	9	10
有天赋	1	1	1	1
有奖	2	2	2	2
有好	11	11	11	9
有好几个	2	2	2	2
有好多	16	16	10	12
有好多人	1	1	1	1
有好的	3	2	3	3
有如	3	3	2	2
有宗	2	2	2	2
有定	1	1	1	1
有实力	21	21	16	12
有实力的	17	17	14	12
有山	5	5	5	4
有差别	1	1	1	1
有差距	1	1	1	1
有帮助	2	2	2	2
有幸	3	3	3	3
有形	1	1	1	1
有影响力	2	2	2	1
有很多	76	76	52	60
有很多人	3	3	3	3
有很多的	19	19	16	19
有很多种	2	2	2	2
有很大	7	7	7	3
有得	26	26	12	5
有心	2	2	2	1
有心人	2	2	2	2
有必要	3	3	3	3
有情	3	3	3	3
有想法	3	3	3	2
有意	2	2	2	2
有意思	16	16	14	7
有意思的	6	6	5	4
有感情	1	1	1	1
有感染力	1	1	1	1
有感觉	3	3	3	2
有戏	1	1	1	1
有成	13	13	10	4
有我	8	8	5	6
有我们	6	6	6	5
有我的	3	3	3	3
有房	2	2	2	2
有所	6	6	6	6
有所了解	14	14	10	8
有所收获	1	1	1	1
有所耳闻	15	15	7	13
有才	73	73	45	22
有找到	4	4	2	3
有故事	1	1	1	1
有效	47	47	3	2
有效果	1	1	1	1
有数	3	3	2	2
有文化	2	2	2	2
有新意	1	1	1	1
有方	1	1	1	1
有无	2	2	2	2
有时	7	7	6	6
有时候	3	3	3	3
有时间	296	296	109	113
有时间再	7	7	7	6
有时间去	9	9	9	6
有智慧	1	1	1	1
有更多	2	2	2	2
有更多的	10	10	2	1
有更好的	1	1	1	1
有朋友	1	1	1	1
有木有	5	5	5	2
有本事	1	1	1	1
有机	11	11	4	4
有机会	37	37	26	31
有机会再	7	7	6	5
有林	9	9	5	6
有次	1	1	1	1
有此	9	9	4	3
有段时间	1	1	1	1
有水	11	11	7	5
有水平	4	4	4	4
有没有	244	244	60	53
有活力	1	1	1	1
有活力的	1	1	1	1
有活动	1	1	1	1
有海	4	4	4	3
有深度	4	4	3	3
有潜力	2	2	2	2
有点	128	126	58	59
有点事	2	2	1	2
有点像	3	3	3	3
有点关系	1	1	1	1
有点可惜	1	1	1	1
有点复杂	6	6	5	5
有点多	3	3	1	2
有点大	5	5	4	4
有点失望	1	1	1	1
有点好	1	1	1	1
有点小	19	19	15	8
有点意思	2	2	2	2
有点累	2	2	2	2
有点老	4	4	4	2
有点贵	2	2	1	2
有点远	8	8	5	2
有点重	2	2	1	2
有点长	10	10	6	7
有点难	2	2	1	2
有点难度	1	1	1	1
有点高	1	1	1	1
有爱	11	11	9	9
有特别	2	2	2	2
有特色	5	5	5	5
有理	3	3	3	3
有用	1	1	1	1
有疑问	1	1	1	1
有的	135	130	17	54
有的人	1	1	1	1
有的时候	1	1	1	1
有的是	2	2	2	2
有的有	1	1	1	1
有的话	3	3	2	2
有的还	1	1	1	1
有益的	1	1	1	1
有目共睹	1	1	1	1
有相同	1	1	1	1
有眼	7	7	6	1
有着	8	8	8	8
有研究	7	7	3	5
有种	8	8	7	5
有空	49	49	32	39
有空就	1	1	1	1
有约	5	5	5	2
有线	1	1	1	1
有缘	4	4	4	3
有罪	1	1	1	1
有美国	3	3	3	2
有联系	1	1	1	1
有能力	6	6	6	5
有能力的	5	5	4	4
有自己的	2	2	2	2
有色	1	1	1	1
有节奏	2	2	2	2
有营养	1	1	1	1
有要求	6	6	1	1
有规定	17	17	2	1
有认识	1	1	1	1
有许多	1	1	1	1
有说	3	3	3	3
有谁	38	38	21	15
有谁能	1	1	1	1
有超过	2	2	2	2
有趣	5	5	3	3
有趣的	1	1	1	1
有趣的是	1	1	1	1
有车	4	4	3	2
有较大	1	1	1	1
有过	9	9	9	9
有过一次	1	1	1	1
有这个	39	39	21	15
有这么	9	9	9	9
有这么多	8	8	6	8
有这么大	3	3	3	2
有这么好	4	4	4	1
有这些	1	1	1	1
有这样	2	2	2	2
有这种	1	1	1	1
有道	1	1	1	1
有道理	7	7	4	7
有道理的	1	1	1	1
有那么	1	1	1	1
有那么多	5	5	4	5
有那么好	2	2	1	2
有钱	4	4	4	4
